Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating,"Return on equity %, Trailing 12 months","Return on assets %, Trailing 12 months","Return on invested capital %, Trailing 12 months","Gross margin %, Annual","Operating margin %, Annual",Price to book ratio,Price to sales ratio,"Price to earning to growth, Trailing 12 months",Price to cash flow ratio,Enterprise value,Enterprise value - Currency,"Enterprise value to revenue ratio, Trailing 12 months","Enterprise value to EBITDA ratio, Trailing 12 months","Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share basic, Trailing 12 months","Earnings per share basic, Trailing 12 months - Currency","Earnings per share reported, Annual","Earnings per share reported, Annual - Currency","Price to earning to growth, Trailing 12 months","Earnings per share diluted growth %, Annual YoY","Earnings per share diluted growth %, Quarterly YoY","Earnings per share diluted growth %, Quarterly QoQ","Earnings per share diluted growth %, TTM YoY","Earnings per share estimate, Annual","Earnings per share estimate, Annual - Currency","Earnings per share estimate, Quarterly","Earnings per share estimate, Quarterly - Currency","Earnings per share estimate, Semi-annual","Earnings per share estimate, Semi-annual - Currency","Total revenue, Annual","Total revenue, Annual - Currency","Net income, Annual","Net income, Annual - Currency","EBITDA, Trailing 12 months","EBITDA, Trailing 12 months - Currency","Revenue growth %, Annual YoY","Revenue growth %, Quarterly YoY","Revenue growth %, Quarterly QoQ","Net income growth %, Annual YoY","Free cash flow, Annual","Free cash flow, Annual - Currency","Operating cash flow per share, Trailing 12 months","Operating cash flow per share, Trailing 12 months - Currency","Total debt, Quarterly","Total debt, Quarterly - Currency","Debt to equity ratio, Quarterly","Debt to EBITDA ratio, Annual","Interest coverage, Trailing 12 months","Current ratio, Quarterly","Quick ratio, Quarterly","Dividend yield %, Trailing 12 months",Price to earnings ratio,"Net income, Trailing 12 months","Net income, Trailing 12 months - Currency","Cash & equivalents, Annual","Cash & equivalents, Annual - Currency",Total common shares outstanding,Free float %
JAYNECOIND,Jayaswal Neco Industries Limited,87.62,INR,-0.22773855613754118,2181574,0.1854174728915506,89720237932,INR,3.8797,INR,1413.1435257410296,0,Non-energy minerals,Neutral,15.7997932337528,6.49825908685936,9.84901763421744,16.2769634877251,11.3554124972462,3.3059335508110896,1.3288934423597327,0.0168807603777586,,111364237932,INR,1.6468006898672967,8.93164678445683,3.8797,INR,3.8797,INR,,,0.0168807603777586,-46.34236567095162,,13.016701461377874,1413.1435257410296,,,,,,,59536252000,INR,1126786000,INR,12468500000,INR,1.1386406885606932,44.789685056013525,7.981932276351291,-46.33912872863873,5400308000,INR,,,23210000000,INR,0.9018775840094501,2.840852456755225,1.8763111023154562,0.684888869696356,0.26344741448896,0,22.584220429414646,3767200000,INR,1557885000,INR,970998000,33.2278
STARCEMENT,Star Cement Ltd.,222.31,INR,-1.419005809055026,29665,0.22323864222141448,89505752758,INR,7.4875,INR,52.87163886563629,0.451569202980357,Non-energy minerals,Strong buy,10.517760698226,7.3919224903849,9.41819817658163,39.3527704476154,3.52729462638222,2.986652694651002,2.5631356537108063,0.5596696399054547,,94361278758,INR,2.700839554673199,12.015613305978107,7.4875,INR,7.4875,INR,4.2,INR,0.5596696399054547,-42.73153093927192,1153.591549295775,-26.92228745022374,52.87163886563629,9.057143,INR,1,INR,3.3,INR,29962198000,INR,1690027000,INR,7853222000,INR,3.5316241202833116,26.40403762036156,-11.080376209234178,-42.73236142554157,-3062060000,INR,,,6431685000,INR,0.213783999577995,0.9175299019885907,10.871448259242246,1.44872968153652,0.882501088197217,0.451569202980357,29.690818030050085,3026303000,INR,399378000,INR,404180000,13.1334
TIMETECHNO,Time Technoplast Limited,188.7,INR,0.3670017552257847,944577,0.5237489851631152,89496095171,INR,9.2718,INR,16.335211232261393,0.689464975179261,Process industries,Strong buy,14.6987063839003,9.62057033903246,13.4402652217447,16.6342635755483,11.2750222826799,2.8143449563642298,1.4389295903668409,1.1973050152060776,,95178895171,INR,1.6638968849383942,11.44045858176573,9.2718,INR,9.2718,INR,8.55,INR,1.1973050152060776,25.063280026921458,17.33794694348327,21.3753937195762,16.335211232261393,14.7,INR,,,,,54570411000,INR,3879439000,INR,8319500000,INR,9.304763843097708,10.258150191168316,11.714782094407274,24.96542016035253,1431589000,INR,,,6842600000,INR,0.22483628346208298,0.9325656612394216,7.454276278328209,2.89316939622604,1.75991325594403,0.689464975179261,20.352035203520348,4208100000.0000005,INR,1270586000,INR,493635000,51.0734
GENUSPOWER,Genus Power Infrastructures Limited,299.85,INR,-0.5802387267904509,89789,0.2528531126426838,88648523315,INR,16.3546,INR,215.1843357937135,0.840480274442539,Electronic technology,Buy,25.5524183834762,10.035018041392,20.1392402156708,28.8052591616207,18.2796986928375,4.354176262747419,2.2400251572354692,0.08295792850437039,,98575883315,INR,2.713796097608569,12.819727353535196,16.3546,INR,16.4647,INR,9.8,INR,0.08295792850437039,212.17037408708256,72.14765100671141,4.0567951318458455,215.1843357937135,20.4,INR,,,,,24318705000,INR,3113818000,INR,7689390000,INR,103.07124029942914,135.99246632387207,21.91995163104624,259.2936018000346,-6090508000,INR,,,17457749000,INR,0.91661878212386,2.8506706671483606,5.036002425878075,1.68035464133345,1.13800904507842,0.840480274442539,18.334291269734507,4602638000,INR,4313645000,INR,276568150,31.023600000000005
BALRAMCHIN,Balrampur Chini Mills Ltd,439.85,INR,-1.0238523852385137,56491,0.19033920143184838,88252342041,INR,19.97,INR,-6.600190821843493,0.80091533180778,Process industries,Buy,10.8472925827762,8.25809531305319,9.87845560464765,14.4178828651731,10.1104644896184,2.2665992776152026,1.504878471254124,,,95890772041,INR,1.6228277175693253,12.894140755577926,19.97,INR,20.0615,INR,21.6,INR,,-18.587120640193262,-19.939577039274926,4.743083003952574,-6.600190821843493,19.475,INR,,,,,54153783000,INR,4369212000,INR,7436771000,INR,-3.188596481270197,28.723525887647806,8.331130418093524,-18.252128587708928,-5677236000,INR,,,7743996000,INR,0.197607947416049,3.6482689297272795,6.669617902496671,2.64743361661835,0.497943169953512,0.80091533180778,22.025538307461193,4050573000,INR,18156000,INR,201950000,56.736399999999996
INDIASHLTR,India Shelter Finance Corp. Ltd.,809.5,INR,0.7028674503949713,23416,0.17967072133006667,87797984740,INR,39.91,INR,40.47376016331701,0.618582209575653,Finance,Strong buy,16.4979359370861,5.87286277054156,5.98059871272116,99.0135624320479,72.2353422114132,3.0088067904847966,6.643258218665928,0.5013286111683284,,140777275740,INR,10.333347994669246,22.6706168015099,39.91,INR,41.33,INR,35,INR,0.5013286111683284,34.76654816992035,34.9814585908529,2.247191011235957,40.47376016331701,45.445689,INR,,,,,11756446000,INR,3778734000,INR,6209680000,INR,36.50324827322278,30.28739992166632,2.1941786374382595,52.61593811894784,4088888000,INR,,,54922369000,INR,1.88395466739241,5.596204737877863,,25.052578648788,25.052578648788,0.618582209575653,20.28313705838136,4457624000,INR,2569464000,INR,108620544,39.035900000000005
GPPL,Gujarat Pipavav Port Limited,182.23,INR,0.10987199912101776,170527,0.11179045198475301,87357590422,INR,9.8624,INR,29.893186876868565,5.31267293857222,Transportation,Neutral,20.2137629309276,16.0215825911811,19.9283682352538,54.3458209346616,47.8155219389413,3.67294559029857,8.209061325513993,0.6130889322757668,,77928620422,INR,7.320987775152543,12.539946611676372,9.8624,INR,9.8624,INR,8.3,INR,0.6130889322757668,16.051058055213936,112.91706692283059,54.06394810009269,29.893186876868565,9.275628,INR,,,,,9876730000,INR,3968960000,INR,6214430000,INR,-0.07648500802789072,31.849594122595676,19.52628699884606,16.051461988304094,4284830000,INR,,,506420000,INR,0.0211136334736267,0.10751489420911792,84.3695945945946,3.41891162749102,3.39072304780075,5.31267293857222,18.477246917585983,4767890000,INR,135900000,INR,483440000,55.9948
APOLLO,Apollo Micro Systems Ltd.,276.8,INR,1.7647058823529453,3929135,0.9955468482193892,87191514664,INR,2.5236,INR,54.746136865342166,0.0962463907603465,Electronic technology,Strong buy,9.90004097885234,5.76830187568114,9.04330774619244,23.0578192151429,20.5544975600869,8.606421920506884,13.731830130992758,1.880826449925606,,90115329664,INR,13.469996861621045,51.76977094423259,2.5236,INR,2.5936,INR,,,1.880826449925606,59.37526817128636,71.77435096623074,62.962962962962955,54.746136865342166,,,,,,,5620692000,INR,563963000,INR,1740694000,INR,51.2425928507118,40.17058330854709,68.63248419897428,81.22553776743767,-1136072000,INR,,,3610298000,INR,0.334446302223162,2.5625759379627917,3.5648885006165343,2.44856659252168,1.10950264242398,0.0962463907603465,109.68457758757332,818866000,INR,402896000,INR,335675000,43.4282
V2RETAIL,V2 Retail Limited,2443,INR,-0.19609445216113172,30580,0.4783117378764085,87139253126,INR,28.7722,INR,139.38730853391687,0,Retail trade,Strong buy,29.4631090545624,5.36117682758552,8.72617945023859,12.6294033542776,8.6497275238483,21.841236827311363,3.4004270288693,0.5957392349018392,,100111888126,INR,4.119308499444988,29.274433537089607,28.7722,INR,28.7722,INR,20.8,INR,0.5957392349018392,158.87573964497042,,-30.136179403391168,139.38730853391687,46.4,INR,,,,,18844952000,INR,720323000,INR,3419772000,INR,61.79714544291105,86.47984720273428,12.087568103648039,159.00930217506212,224640000,INR,,,13125035000,INR,3.39243828169647,3.2483868933532323,2.4230270461280994,1.09064632420919,0.174799489646217,0,84.90834903135665,995213000,INR,90138000,INR,36463800,41.5765
SHAKTIPUMP,Shakti Pumps (India) Limited,730.4,INR,0.8630808534143479,708010,0.15187403042242692,86452616245,INR,33.2067,INR,14.320190311597361,0.142734798743934,Producer manufacturing,Strong buy,31.278801843318,16.5793317434251,30.340005587478,32.4691151520944,23.105689502736,5.539897272222542,3.3227672140341626,1.4717378482360406,,88646316245,INR,3.4056227283379563,14.826773975546933,33.2067,INR,33.2167,INR,,,1.4717378482360406,1489.8020311695605,-13.001220827555143,-8.87647423960273,14.320190311597361,,,,,,,25109400000,INR,4083700000,INR,5978800000,INR,83.52543909017155,5.0048062528561745,7.04417670682731,188.13236435475903,-1113500000,INR,,,6182200000,INR,0.37998709241218204,0.2827745934417489,12.04147465437788,2.10367539885759,1.73565491431948,0.142734798743934,21.995561136758546,4018200000,INR,571700000,INR,123398000,45.0951
ZEEL,Zee Entertainment Enterprises Limited,91.93,INR,2.1898621609604416,7186364,1.0581944171336,86206616974,INR,5.9572,INR,43.26735768740531,2.7075208913649,Consumer services,Buy,5.01184227231535,4.20890089891358,4.91098622967698,30.8713422794517,11.6191027356796,0.7622235602614296,1.082574640696754,0.34793093555812726,,67915616974,INR,0.8535436787442345,6.944337113905931,5.9572,INR,5.9572,INR,8,INR,0.34793093555812726,380.55838597921337,-63.469565616256126,-46.76826415346568,43.26735768740531,7.516029,INR,3.672229,INR,6.29525,INR,82941000000,INR,6795000000,INR,9780000000,INR,-3.972352151160098,-1.5744489428699955,7.91319596668128,380.55162659123056,11475000000,INR,,,2856000000,INR,0.0246534191944478,0.2585401224621334,18.487373737373737,6.81109235872665,2.92504219286504,2.7075208913649,15.431746458067549,5722000000,INR,7251000000,INR,960519000,95.65780000000001
ORKLAINDIA,Orkla India Ltd.,636.55,INR,0.25198834553900445,34077,0.1645151806133075,86200472977.5,INR,,,,0,Consumer non-durables,Neutral,,,,27.0414388549957,11.5239281416901,3.332434981526201,,,,83480872977.5,INR,,,,,,,,,,12.972635987822075,,-2.838048949835098,,,,,,,,23685500000,INR,2556900000,INR,,,1.6723972887933072,,8.92462311557789,12.972208721777934,3845700000,INR,,,644200000,INR,0.024618606499740098,0.16254332496713278,,2.54161002869657,1.78819916427529,0,,,,817700000,INR,136989230,0.0004000000000014454
VIKRAMSOLR,Vikram Solar Limited,237.3,INR,-0.29411764705881877,142788,0.12554642121744014,86143997917.5,INR,,,,0,Electronic technology,Neutral,,,,15.6170684978003,10.0006338629448,2.910015407262359,,,,71022147917.5,INR,,,,,,,,,,49.55031007500244,,-9.332573815627072,,,,3.383368,INR,6.850104,INR,34234530000,INR,1398310000,INR,,,36.338774746215634,,-2.0881686907903036,75.4070598860985,74850000,INR,,,2624640000,INR,0.08898122357318959,0.5456519165517919,,2.42097035104379,2.10625712910398,0,,,,1889650000,INR,362330170,29.4385
EMBDL,Embassy Developments Limited,60.01,INR,2.023121387283233,812729,0.23056843687752537,86015263648,INR,,,,0,Finance,Neutral,,,,26.3161394820892,14.0342055063322,,,,,,,,,,,,,,,,,,,,-1.5,INR,,,,,21954360000,INR,1996040000,INR,,,80.51158086875016,,,,8632820000,INR,,,,,,14.2452643772145,,,,0,,,,1790190000,INR,1390630000,41.6207
JSLL,Jeena Sikho Lifecare Limited,681.4,INR,0.11018879012708442,13682,0.11761146097125302,85624553341,INR,,,,0.159686433911592,Health services,Strong buy,,,,64.9285957175552,25.0032991901794,23.954158756942977,,,,85528699341,INR,,,,,,,8,INR,,31.006735518634937,,14.38542070569987,,16.4,INR,,,,,4690545000,INR,907289000,INR,,,44.640133065795595,,8.927400323261951,31.09919183658135,292532000,INR,,,1062221000,INR,0.30041393064993,0.08519284910915483,,2.28243309563835,2.13805720061969,0.159686433911592,,,,259600000.00000003,INR,124300730,30.8795
TARIL,Transformers and Rectifiers (India) Limited,304.3,INR,6.6783523225241055,12402791,4.005981716550265,85142036562,INR,8.3341,INR,100.44494684689016,0.0705094306363476,Producer manufacturing,Buy,20.4346352241586,12.0706958611173,19.8058759727973,22.759540475864,14.8961333955967,6.790102382605199,3.8242411441218773,0.3386618393035864,,85100436562,INR,3.8243949560488946,23.92074335563301,8.3341,INR,8.3341,INR,6.9,INR,0.3386618393035864,344.81652790625964,-25.051416439992046,-49.652375434530704,100.44494684689016,11.475,INR,,,,,20153109000,INR,2142728000,INR,3557600000,INR,56.15202971746189,-0.3271655761147463,-13.09202199006291,381.54112721446023,-1241428000,INR,,,3658900000,INR,0.27199672911091305,0.8643950867851515,6.316023166023165,1.86918201412749,1.19439168569538,0.0705094306363476,36.512640837042994,2501700000,INR,1716206000,INR,300166000,31.7573
ASHAPURMIN,Ashapura Minechem Ltd,875.1,INR,-0.40402890798383373,78883,0.06513092982260588,84712544455,INR,41.704,INR,72.7589063794532,0.1127649977447,Non-energy minerals,Neutral,32.0494411081764,10.0063909213351,19.3955369082401,62.6370857188568,10.7652316278803,5.861618775345674,2.273284341405378,0.29243616439779274,,93669244455,INR,2.5120818502513056,17.62602501703907,41.704,INR,41.704,INR,,,0.29243616439779274,3.145002623294868,114.723991507431,-12.060345202382509,72.7589063794532,,,,,,,27389341000,INR,2958126000,INR,5314258000,INR,3.207770153215037,57.6725707664294,-29.73435528965675,3.069407215875218,-2320795000,INR,,,12275500000,INR,0.8607499964940329,3.119072377722067,3.771546915625921,1.30307084757751,1.00392549805493,0.1127649977447,20.98359869556877,3983817000,INR,1189143000,INR,95526100,52.1417
CORONA,Corona Remedies Limited,1402,INR,1.2347461910607198,43162,0.13026003115714196,84660851814,INR,,,,0,Health technology,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,61160088,
NESCO,NESCO Limited,1220.9,INR,-0.3428291568035114,5538,0.1803838286451344,84544908849,INR,58.7001,INR,10.137098877429061,0.541711809317443,Producer manufacturing,Neutral,15.8177022084339,13.421331820905,15.5175087927399,68.3858394269673,53.8967176684488,3.073754988872524,10.159449816459563,2.0137846937981356,,82811008849,INR,9.964380732773149,17.304043415046458,58.7001,INR,58.7001,INR,53.3,INR,2.0137846937981356,3.4260476733368335,11.25893304501464,23.684094806736734,10.137098877429061,58.7,INR,,,,,7320071000,INR,3752129000,INR,4785645000,INR,7.936213265733283,24.50560582351833,23.709527257680772,3.426092028415838,-3404023000,INR,,,1095000000,INR,0.0391255877770949,0.002182452095176511,34.12451895992192,1.93738944232381,1.88520621916023,0.541711809317443,20.798942420881737,4136006999.9999995,INR,166388000,INR,70460000,29.7312
TTKPRESTIG,TTK Prestige Limited,615.6,INR,-0.21881838074398618,2923,0.23997766885873276,83930410124,INR,7.9358,INR,-49.180306872614565,0.979032389654891,Consumer durables,Neutral,5.76822540025423,4.0030792917629,5.33724901841862,26.7634946478168,7.19763664090645,4.432000860482039,2.974512696913606,,,78174610124,INR,2.7723557472010327,29.041760206553235,7.9358,INR,7.9358,INR,13.4,INR,,-50.46170460612531,21.504429363311417,141.2342504499872,-49.180306872614565,15.071429,INR,,,,,27147800000,INR,1124400000,INR,2691800000,INR,1.3715203226228039,11.15110791136709,36.82914820285574,-50.78781512605042,1849700000,INR,,,1894500000,INR,0.09959415840439069,0.6755477058359325,12.450255102040815,3.21172360630464,2.08505683029637,0.979032389654891,77.57251946873662,1086800000,INR,324700000,INR,136951000,25.643
STAR,Strides Pharma Science Ltd,897.05,INR,-0.36652412950519997,37412,0.12400253891651918,83854126774,INR,43.1126,INR,124.20964495779747,0.439681231107447,Health technology,Strong buy,15.805119969001,6.35132728451111,12.7745955064056,26.4301510093245,11.5810832460603,3.0003095130063357,1.7867442018329307,0.1695798085238706,,100487166774,INR,2.145040934400967,11.4473414026322,43.1126,INR,43.1226,INR,37,INR,0.1695798085238706,,77.10365307324066,28.022354225651835,124.20964495779747,51.866667,INR,,,,,44754190000,INR,4053480000,INR,8778210000,INR,16.90646138333762,4.618684518576029,9.028467424464338,,2146989999.9999998,INR,,,18438530000,INR,0.6690706506396231,2.6477881017850704,3.4780178590552344,1.14626996521591,0.641326016242723,0.439681231107447,20.80714222756224,3972820000,INR,1202240000,INR,92172700,65.27579999999999
MAHLIFE,Mahindra Lifespace Developers Limited,395,INR,0.10136847440445444,30959,0.30324876507354664,83843165230,INR,8.3484,INR,17.3863524515249,0.712377560106856,Finance,Strong buy,6.1552338326635,2.50712118217437,5.46529152952467,-20.1781438899128,-50.3458626096342,2.460933460097366,37.12672900376019,2.7110217884172974,,82628265230,INR,36.55309233797832,,8.3484,INR,8.3539,INR,4.682311,INR,2.7110217884172974,-37.64657336405214,,-6.529881804561357,17.3863524515249,6.94,INR,4.2,INR,9.9,INR,3722721000,INR,612921000,INR,-1880700000,INR,75.52544885404838,130.74901445466492,-45.073506412261494,-37.6123732747038,-4662721000,INR,,,3254200000,INR,0.09506059959863171,,-17.295473251028806,1.52151142086788,0.223080836343287,0.712377560106856,47.31445546452015,1617300000,INR,2533919000,INR,213314000,47.236
WESTLIFE,Westlife Foodworld Limited,549.85,INR,-1.908839532601897,7330,0.062239747848355786,83706535487,INR,2.4113,INR,73.4623408387886,0.139716840536513,Consumer services,Buy,6.15444450977732,1.47163490987173,1.72178013130738,32.5068141618581,5.06845574660983,13.714234120445818,3.264511707041081,3.0303758633236315,,100185897487,INR,3.920858175433634,31.654011964183592,2.4113,INR,2.4113,INR,0.8,INR,3.0303758633236315,-82.4486301369863,7653.043478260869,2157.215189873418,73.4623408387886,0.291142,INR,0.4325,INR,-0.6841670000000001,INR,24830640000,INR,121470000,INR,3165030000,INR,4.47734692443533,3.858309984465745,-2.3947580010238756,-82.44932163962376,1152780000,INR,,,16622152999.999998,INR,2.66798555943235,4.919380404113263,0.7242323257233354,0.42753446137043,0.12329493480652,0.139716840536513,228.0305229544229,374712000,INR,586690000,INR,155392739,37.8856
TRIVENI,Triveni Engineering and Industries Limited,385.25,INR,-1.2938765052523729,124068,0.27557059603013895,83640913563,INR,11.943,INR,-15.806615345571442,0.654278984559016,Process industries,Buy,8.76223354337042,5.87578214902186,7.88033157498116,10.375596925176,6.54560543509604,2.7323503113531795,1.3477339346595762,,,90720213563,INR,1.4627621108581452,17.970448183150765,11.943,INR,11.943,INR,10.9,INR,,-38.4579164866332,,487.19602977667495,-15.806615345571442,15.533333,INR,,,,,56874800000,INR,2431900000,INR,5048300000,INR,8.976605576897162,14.43375029343707,6.753137865875787,-38.45771527019996,-4639100000,INR,,,7680900000,INR,0.248865171706568,3.9724741192520665,3.6706210746685275,2.08223755902652,1.03192361579576,0.654278984559016,32.25738926567864,2614300000,INR,465900000,INR,218898000,33.3018
TCI,Transport Corporation of India Limited,1086.5,INR,0.7884972170686457,3445,0.21136784754518553,82980231159,INR,56.3,INR,15.795968737145207,0.92464170134073,Transportation,Strong buy,19.7921414896527,15.2551602986386,18.4127387994826,10.3621819075573,7.87091787301949,3.4817794459839972,1.7733394049269329,1.2116093564979271,,82854231159,INR,1.7741425485321514,16.98180593543759,56.3,INR,56.6963,INR,53.8,INR,1.2116093564979271,18.33340361452468,7.326007326007327,5.6236481614996485,15.795968737145207,58.285714,INR,13.9,INR,29.3,INR,44917760000,INR,4123810000.0000005,INR,4879000000,INR,11.617329280583979,7.503568879371877,5.757921530764505,17.554446978335246,1092960000,INR,,,2529000000,INR,0.105789341587886,0.5131012009699407,16.251101321585903,3.24144441822044,3.23058767996224,0.92464170134073,19.29840142095915,4342000000,INR,848970000,INR,76727000,28.725
LLOYDSENPP.E1,Lloyds Engineering Works Ltd TEMP,38.04,INR,0.6615506747816883,3891,0.01119173738563776,82458596709,INR,0.9709,INR,27.548607461902257,0.446907400786557,Industrial services,Neutral,16.7045313355905,10.4875490888709,15.8709114904559,20.6206039670344,15.1122808628182,4.71834436223588,5.4067402950823436,1.415114991704475,,82540096709,INR,7.9993053879048,53.83402047112213,0.9709,INR,0.9709,INR,,,1.415114991704475,21.19297163995067,62.899490504863365,71.81240840254031,27.548607461902257,,,,,,,8409002000,INR,1031395000,INR,1533233000,INR,35.20367450346144,49.2651287320996,45.919542878208375,29.185491174035523,1085162000,INR,,,1894100000,INR,0.159393092769624,0.6044241173485133,11.744340484569573,2.34501405626086,1.91458807097964,0.446907400786557,39.180142136162324,1359925000,INR,1301828000,INR,1474052300,50.9712
LLOYDSENGG,Lloyds Engineering Works Ltd,55.97,INR,-0.08925383791503795,487863,0.13888063341887136,82458596709,INR,0.9709,INR,27.548607461902257,0.446907400786557,Industrial services,Neutral,16.7045313355905,10.4875490888709,15.8709114904559,20.6206039670344,15.1122808628182,6.9423168757713505,7.995119004379359,2.0925755901109504,,82540096709,INR,7.9993053879048,53.83402047112213,0.9709,INR,0.9709,INR,,,2.0925755901109504,21.19297163995067,62.899490504863365,71.81240840254031,27.548607461902257,,,,,,,8409002000,INR,1031395000,INR,1533233000,INR,35.20367450346144,49.2651287320996,45.919542878208375,29.185491174035523,1085162000,INR,,,1894100000,INR,0.159393092769624,0.6044241173485133,11.744340484569573,2.34501405626086,1.91458807097964,0.446907400786557,57.64754351632506,1359925000,INR,1301828000,INR,1474052300,50.9712
LLOYDPP.E1,Lloyds Enterprises Limited TEMP,40.01,INR,-0.1497379585725038,19616,0.017191959498632118,82458596709,INR,2.0122,INR,156.88752712881399,0.332502078137988,Industrial services,Neutral,9.4768589827393,6.33130266429254,9.1191504905172,17.7677081474443,7.35014579529542,1.8453596883228536,4.020912597638984,0.12658024070906912,,92779396709,INR,6.1156005455298805,82.62892860361724,2.0122,INR,2.0122,INR,,,0.12658024070906912,-51.43804000473429,-3.1505986137366127,-90.69049061175046,156.88752712881399,,,,,,,14872222000,INR,570875000,INR,1122844000,INR,55.815551588981634,5.46937725153916,22.867935932305834,-51.44212735155347,-2597156000,INR,,,6707000000,INR,0.20264186743529802,4.988450371079642,2.523152619589977,2.57350332965231,2.30536871576928,0.332502078137988,19.883709372825763,2820591000,INR,1444152000,INR,1526550000,15.8688
PNGJL,P N Gadgil Jewellers Limited,610.85,INR,0.5597168491233808,22316,0.2110006646955874,82151033191,INR,21.8618,INR,,0,Retail trade,Strong buy,19.0953793871364,8.67979916245525,17.9363980113459,6.10863754739654,4.02905564411054,4.873559124685325,1.0319351979836437,,,88045793191,INR,1.1122287108053286,20.287563323263953,21.8618,INR,21.8618,INR,20,INR,,30.042895605482112,127.13069837938671,14.378816345702191,,22.475,INR,,,,,75859960000,INR,2182680000,INR,4339890000,INR,25.15499611385778,8.809829561637128,27.007480627705515,40.68282747552353,-7452160000,INR,,,12911230000,INR,0.7590541358042471,2.7324851240300516,6.846085880897685,1.55992098961346,0.411193377084598,0,27.94143208701937,2966830000,INR,5431150000,INR,135708330,16.8871
ARVIND,Arvind Limited,317.45,INR,0.12616306576249084,37458,0.16190044795136604,82041886871,INR,15.6824,INR,41.67216224761733,1.19808306709265,Process industries,Strong buy,11.1886475099748,5.23901158419248,9.9844804597087,13.5796306157062,5.41997002327141,2.168378167884724,0.9450888890488588,0.4787156186628805,,97294686871,INR,1.119956889906715,10.727324403073938,15.6824,INR,15.6969,INR,13.55,INR,0.4787156186628805,4.9390205961047835,72.67826620502258,93.85947648100768,41.67216224761733,14.114286,INR,3.7,INR,8,INR,81129600000,INR,3534900000,INR,9069800000,INR,7.235844679751452,8.35484917584803,18.18354001355716,5.014705445471019,855500000,INR,,,15372500000,INR,0.400593626463545,2.2367739071918447,3.756119191202554,1.06828306110237,0.47941091731123,1.19808306709265,20.242437382033362,4111000000,INR,589600000,INR,262115000,58.15140000000001
MARKSANS,Marksans Pharma Limited,179.98,INR,-0.17194519940096636,81739,0.1620359449047259,81456185379,INR,7.7605,INR,1.3503806924292565,0.445062586926287,Health technology,Strong buy,14.1536062867712,11.0705516451138,13.0473794662824,33.0606194326802,17.0657848738918,3.034216787523398,2.97932608950522,17.131331058675414,,78359775379,INR,2.8695846004011423,15.3907657849097,7.7605,INR,7.7605,INR,8.4,INR,17.131331058675414,21.31888768508487,1.5884172055102637,68.47462895329862,1.3503806924292565,8.533333,INR,,,,,26173950000,INR,3805750000,INR,5091350000,INR,20.26082138104935,12.226700087082095,16.197061560769626,21.31813834874084,651570000,INR,,,3320890000,INR,0.12354400373211201,0.6072953317046023,23.11678345011678,5.17828548553128,3.07731239937005,0.445062586926287,23.191804651762126,3516760000,INR,4961790000,INR,453164000,47.3257
BIRLACORPN,Birla Corporation Limited,1088.8,INR,2.378937470615887,33919,0.7434643567155967,81394644989,INR,64.6513,INR,60.643106151525785,0.946073793755913,Non-energy minerals,Strong buy,7.07041227384374,3.45090031171435,5.04827472916921,35.0616023191461,6.32340668511442,1.173076603378243,0.8363343520603049,0.2695977649404822,,106874444989,INR,1.0981405749405846,7.45611386994377,64.6513,INR,64.6513,INR,42.6,INR,0.2695977649404822,-29.800748520536708,,-24.329093543712766,60.643106151525785,64.823631,INR,9.45,INR,40.349999999999994,INR,91068000000,INR,2952300000,INR,14333800000,INR,-4.0912958859559705,13.007026672675872,-10.092412253180237,-29.800741867985554,9348400000,INR,,,31961600000,INR,0.447183625727721,3.039627080247451,3.023239964560758,1.0378689856468,0.668601239731592,0.946073793755913,16.84111533720126,4978500000,INR,1189600000,INR,77005300,36.760299999999994
TMB,Tamilnad Mercantile Bank Limited,512.1,INR,-0.3308680420396909,15367,0.18737798848199078,81020521337,INR,76.699,INR,7.694575885648498,2.14990716309978,Finance,Neutral,13.5900646415955,1.83486224672049,11.5355007709868,,19.2669357401099,0.8586865238498212,1.286729807314157,0.8675521136135245,,59360721337,INR,0.9420946009081199,,76.699,INR,76.699,INR,,,0.8675521136135245,10.314388859018365,4.726835892614632,4.13939960527681,7.694575885648498,,,,,,,61352766000,INR,11826072000,INR,,,12.11751491027193,3.615612698737283,0.2466815458710208,10.314491398348464,16445672999.999998,INR,,,12837200000,INR,0.135934008915997,,,,,2.14990716309978,6.676749370917483,12145400000,INR,,,158351460,71.39340000000001
