Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating,"Return on equity %, Trailing 12 months","Return on assets %, Trailing 12 months","Return on invested capital %, Trailing 12 months","Gross margin %, Annual","Operating margin %, Annual",Price to book ratio,Price to sales ratio,"Price to earning to growth, Trailing 12 months",Price to cash flow ratio,Enterprise value,Enterprise value - Currency,"Enterprise value to revenue ratio, Trailing 12 months","Enterprise value to EBITDA ratio, Trailing 12 months","Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share basic, Trailing 12 months","Earnings per share basic, Trailing 12 months - Currency","Earnings per share reported, Annual","Earnings per share reported, Annual - Currency","Price to earning to growth, Trailing 12 months","Earnings per share diluted growth %, Annual YoY","Earnings per share diluted growth %, Quarterly YoY","Earnings per share diluted growth %, Quarterly QoQ","Earnings per share diluted growth %, TTM YoY","Earnings per share estimate, Annual","Earnings per share estimate, Annual - Currency","Earnings per share estimate, Quarterly","Earnings per share estimate, Quarterly - Currency","Earnings per share estimate, Semi-annual","Earnings per share estimate, Semi-annual - Currency","Total revenue, Annual","Total revenue, Annual - Currency","Net income, Annual","Net income, Annual - Currency","EBITDA, Trailing 12 months","EBITDA, Trailing 12 months - Currency","Revenue growth %, Annual YoY","Revenue growth %, Quarterly YoY","Revenue growth %, Quarterly QoQ","Net income growth %, Annual YoY","Free cash flow, Annual","Free cash flow, Annual - Currency","Operating cash flow per share, Trailing 12 months","Operating cash flow per share, Trailing 12 months - Currency","Total debt, Quarterly","Total debt, Quarterly - Currency","Debt to equity ratio, Quarterly","Debt to EBITDA ratio, Annual","Interest coverage, Trailing 12 months","Current ratio, Quarterly","Quick ratio, Quarterly","Dividend yield %, Trailing 12 months",Price to earnings ratio,"Net income, Trailing 12 months","Net income, Trailing 12 months - Currency","Cash & equivalents, Annual","Cash & equivalents, Annual - Currency",Total common shares outstanding,Free float %
MARICO,Marico Limited,752.45,INR,0.24646949107381064,143817,0.10665930769827499,959092025913,INR,12.8476,INR,4.694617609909142,1.42112742775936,Consumer non-durables,Buy,38.2680601814632,19.8297922989942,37.2415334749078,36.8279069767442,17.4883720930233,24.140795265073923,7.811598798145907,12.254087358015768,,949492025913,INR,7.741475955262944,43.04134296976428,12.8476,INR,12.8612,INR,12.6,INR,12.254087358015768,9.893637492783792,-0.8780249028665748,-16.70951156812339,4.694617609909142,13.818578,INR,3.395744,INR,6.439635,INR,107500000000,INR,16290000000,INR,22060000000,INR,12.166110183639399,30.705705705705704,6.842589751457502,9.9932478055368,13000000000,INR,,,5750000000,INR,0.14190523198420502,0.2691933916423712,42.93617021276596,1.90095170955234,1.33768064857244,1.42112742775936,58.56735888414957,16660000000,INR,3220000000,INR,1298090000,41.249900000000004
LUPIN,Lupin Limited,2084.2,INR,-1.1993363356245643,214045,0.30402758967460974,950598297821,INR,94.46,INR,64.47849555981193,0.576645843344546,Health technology,Buy,24.5199212347078,14.6641370985243,22.846542362038,55.0505800305379,17.0304847819026,4.848951395066954,3.8483710118067376,0.34157337279219624,,950905197821,INR,3.841934094851497,14.576722406410719,94.46,INR,94.7306,INR,72.165,INR,0.34157337279219624,71.20530383362471,73.17596566523605,21.26220886551465,64.47849555981193,98.439044,INR,25.516,INR,47.286,INR,222281400000,INR,32816199999.999996,INR,65234500000,INR,12.844138695680648,24.23489219476337,12.430244689981718,71.41051355981779,12178400000,INR,,,62170000000,INR,0.316667337320241,1.1178535812632606,15.074576461980074,1.87290168752195,1.32256621629115,0.576645843344546,22.06436586915096,43246300000,INR,27552400000,INR,456799000,52.95419999999999
SHREECEM,Shree Cement Limited,26665,INR,0.33866415804327377,2231,0.04651366430102326,949320500034,INR,476.4009,INR,-0.7466074425320081,0.532096841625176,Non-energy minerals,Neutral,7.93551462381799,5.92124685532045,7.61407165171477,32.1772358840428,4.21791706362294,4.286988044017195,4.717245310361769,,,895350400034,INR,4.444165159140602,18.926823081983432,476.4009,INR,476.4009,INR,331.5,INR,,-53.13394366029607,303.59769279423006,-51.994866301513845,-0.7466074425320081,543.168285,INR,130.5225,INR,333.2375,INR,190722100000,INR,11227700000,INR,47305900000,INR,-5.660645212350246,17.43636798654225,-9.843245822665919,-53.13394832408065,8785200000,INR,,,21419600000,INR,0.0954435333125094,0.27443650443870804,9.591904410990631,2.10641768678832,1.71540208205532,0.532096841625176,55.9717666360412,17188900000,INR,2140199999.9999998,INR,36080800,27.234199999999998
ICICIPRULI,ICICI Prudential Life Insurance Co. Ltd.,669,INR,0.11223344556677892,128108,0.12744137963142393,947981646634,INR,8.98,INR,48.184818481848204,0.129810629199756,Finance,Buy,10.7243914036496,0.401323682498898,9.27795423739101,,2.44966111874624,7.585676473959869,1.6503051492718688,1.5134053604661803,,973981646634,INR,1.684329365978119,,8.98,INR,9.0399,INR,8.16,INR,1.5134053604661803,38.56803125530833,16.666666666666657,-1.932367149758456,48.184818481848204,10.372987,INR,3.005,INR,5.945,INR,706456900000,INR,11855200000,INR,,,-22.400676782952917,-51.20192981290326,-52.02978777157199,39.36422068854287,-83471200000,INR,,,26000000000,INR,0.20377085810259501,,,0.0333596454817882,,0.129810629199756,74.49888641425389,13070100000,INR,10071700000,INR,1447740000,21.333
RECLTD,REC Limited,361.9,INR,1.4293721973094076,4421717,0.8486059718470117,925314940080,INR,65.447,INR,16.035019538037126,5.6061468412066,Finance,Strong buy,22.1123015665533,2.78957273227039,3.08390118357219,95.5104829656475,93.054352970544,1.1492242799620853,1.5739996955134474,0.3348439988666535,,6033775540080,INR,10.263706683309664,15.636018964185343,65.447,INR,65.447,INR,59.7,INR,0.3348439988666535,12.32108104275396,9.341454825287935,-1.1374424350348669,16.035019538037126,64.46976,INR,15.41,INR,32.019999999999996,INR,562445800000,INR,158509300000,INR,385889500000,INR,20.46995735916401,10.69387989664631,5.452122059479992,12.321076291652023,208485000000,INR,,,5167384800000,INR,6.23159473893347,9.329776519620944,,34.7949254068716,34.7949254068716,5.6061468412066,5.529665225296805,172336700000,INR,19693700000,INR,2633220000,47.3549
ENRIN,Siemens Energy India Limited,2533.1,INR,-1.0546463028787938,99224,0.07137659339195349,916974676505,INR,,,,0,Producer manufacturing,Neutral,,,,27.8048219556135,18.0203661824268,,,,,883830676505,INR,,,,,,,30.9,INR,,,,36.8712055507372,,40.736364,INR,,,,,78267000000,INR,11001000000,INR,,,,,48.25170906645747,,35173000000,INR,,,1476000000,INR,0.0336886312281743,0.0975287432271706,,1.96776857608222,1.7933518386823,0,,,,34620000000,INR,356120500,24.7668
ABCAPITAL,Aditya Birla Capital Ltd.,356.85,INR,-0.2376292982946508,640944,0.11983958565461017,913514437120,INR,12.39,INR,-13.052631578947366,0,Finance,Strong buy,10.7197980436464,1.17440200129054,1.92513421989619,53.1828635229763,34.3998225642389,2.897017658940204,2.206714877248221,,,2434444137120,INR,5.826455796828296,38.37662349091047,12.39,INR,12.5056,INR,12.71,INR,,-2.061553191160797,-14.736842105263149,2.208201892744489,-13.052631578947366,14.38063,INR,3.93,INR,7.99,INR,410740200000,INR,33323199999.999996,INR,63435600000,INR,22.121585754292344,2.386889814920257,11.316351915524493,-0.07976059826448023,28061400000,INR,,,1565463300000,INR,4.86463021728673,8.760974907702897,,4.17051421053273,4.17051421053273,0,28.80145278450363,32629200000,INR,43307900000,INR,2617150000,26.541700000000002
ZYDUSLIFE,Zydus Lifesciences Limited,911.25,INR,-0.33903866134412675,209678,0.40904830983090895,906918699838,INR,48.8932,INR,14.618331168800717,1.22045933651392,Health technology,Neutral,20.880352072927,12.5603753739954,18.2332624276428,49.8958734381016,24.4964299464492,3.623945600848192,3.7032470545135783,1.2612331714181755,,960473699838,INR,3.92127713364552,13.715174922718834,48.8932,INR,48.8932,INR,45.4,INR,1.2612331714181755,17.91946009580469,38.124475462697106,-14.194181284343255,14.618331168800717,45.23766,INR,7.9,INR,17.5,INR,228568000000,INR,45255000000,INR,70030000000,INR,18.73292261020436,16.921901852205462,-6.853066005445943,17.25612125923047,51571000000,INR,,,96361000000,INR,0.380843411588017,0.49320787732735727,20.35336048879837,1.93838581635353,1.43559671870865,1.22045933651392,18.637561051434556,49198000000,INR,8308000000,INR,1006230000,24.8372
SRF,Srf Limited,3056.8,INR,-0.591869918699181,16978,0.03356543926183712,902554259786,INR,54.5717,INR,43.24521546485654,0.249605885444036,Process industries,Buy,12.8074461233217,7.46522509916815,11.0437544013318,22.9799162790188,13.8660135553473,6.831554271567423,5.900546440960963,1.2874343885762265,,942257259786,INR,6.173287444563684,28.707662724838144,54.5717,INR,54.5717,INR,42.2,INR,1.2874343885762265,-6.358534155039745,92.72111846946284,-10.210154616202136,43.24521546485654,64.89123,INR,12.67138,INR,34.103859,INR,146008800000,INR,12507800000,INR,32822500000,INR,11.980157698440271,6.304646205063809,-4.6726304266986505,-6.358416123260288,8984300000,INR,,,46049700000,INR,0.347188022576039,1.6902462751156986,7.368597941823807,1.11108280024576,0.617810546098522,0.249605885444036,56.01438108030353,16176400000,INR,3533200000,INR,296425000,91.58190000000002
BHARTIHEXA,Bharti Hexacom Limited,1790.3,INR,-1.723664708788499,26112,0.15175245845142984,891700012207,INR,30.842,INR,,0.56072670180554,Communications,Buy,26.942597817826,8.05154324291163,12.9717953247365,31.3164636928368,23.5075281648124,14.334785254459854,9.76315789473684,,20.91227660320056,954420012207,INR,10.465131712796053,20.357485916152978,30.842,INR,30.842,INR,26.55,INR,,196.11419508326725,66.41643619122874,7.558733401430026,,36.965044,INR,,,,,85479000000,INR,14936000000,INR,46883000000,INR,20.58317345672046,10.473874904652938,2.3994697304463104,196.11419508326725,25766000000,INR,85.61,INR,66070000000,INR,1.0580341414982501,1.7916615901946928,3.8756855575868374,0.310592209241067,0.310592209241067,0.56072670180554,58.04746773879774,15421000000,INR,370000000,INR,500000000,15
MANKIND,Mankind Pharma Ltd.,2171.8,INR,-1.1245162758934586,29648,0.08148502388373102,888851821494,INR,42.6,INR,-19.17536100723437,0.0464425041798254,Health technology,Buy,13.5792631081354,8.20259139395497,11.6676239174424,41.3112003827174,20.3166265818222,5.864386164455448,6.550533387277207,,,943919121494,INR,6.952400857148329,28.768461745761318,42.6,INR,42.6611,INR,48.1,INR,,3.1717603437681525,-23.955773955773957,16.79245283018869,-19.17536100723437,49.209249,INR,13.15,INR,25.200000000000003,INR,122074400000,INR,19909600000,INR,32810900000,INR,18.98913082679211,20.765785923571663,3.551752629294047,4.080715144544931,19131500000,INR,,,83686500000,INR,0.547472258893444,2.7444604233036256,3.2155094440010643,1.1429428862473,0.865135912330805,0.0464425041798254,50.981220657277,17508300000,INR,4073600000,INR,412805080,27.327800000000003
HAVELLS,Havells India Limited,1420.2,INR,-0.32984770861113377,87939,0.229590518017862,886282515710,INR,23.327,INR,3.764100921675399,0.707739127357656,Producer manufacturing,Buy,17.7698117883147,11.0444075253121,17.2724041802796,18.9520871360328,8.21833663603051,10.268950034204527,4.088520203865564,16.092444256681375,,874694415710,INR,4.036948051988211,40.63677615530065,23.327,INR,23.3333,INR,23.74,INR,16.092444256681375,15.794717010909237,18.924856842351275,-8.155234657039719,3.764100921675399,25.359154,INR,5.705,INR,15.335,INR,217499000000,INR,14722600000,INR,21524700000,INR,17.082810495620546,5.287587761135503,-12.391872198850669,15.856652711763038,9601700000,INR,,,2859800000,INR,0.032982609106835405,0.1455929941313052,40.06471816283925,1.75470798736011,0.625974557452676,0.707739127357656,60.88223946499764,14628500000,INR,8095400000,INR,627257000,36.504799999999996
DABUR,Dabur India Limited,499.1,INR,-0.8935663224781571,162064,0.14181070811550958,879129529641,INR,10.1815,INR,0.9448553469096383,1.61404216685161,Consumer non-durables,Neutral,16.9690391978173,10.9469677485726,16.1010367940159,30.2818174441278,14.6175977426967,8.078215120715985,6.878253554623984,51.52262954139931,,852521629641,INR,6.670075005269421,36.05276170431142,10.1815,INR,10.2026,INR,9.95,INR,51.52262954139931,-4.067156267468539,6.757322175732207,-11.712802768166098,0.9448553469096383,10.83857,INR,2.988,INR,5.303,INR,124467100000,INR,17676300000,INR,23646500000,INR,1.2119368953631056,5.373127428935577,-6.263915079099341,-4.072872121041092,16517200000,INR,,,13014300000,INR,0.118760191888101,0.41978215162812066,12.10446247464503,1.83442331136116,1.34308092304705,1.61404216685161,49.02028188380887,18089700000,INR,1927100000,INR,1773690000,33.6464
NAUKRI,Info Edge India Ltd.,1337.1,INR,0.26244751049790044,50349,0.0966523269005949,866646657162,INR,19.922,INR,175.99678590230252,0.448916987767012,Technology services,Buy,2.91660498180904,2.40602327939689,2.90189152427378,49.3789372430955,31.6480385857281,1.7780816824474575,30.659276627273513,0.38075322738987155,,873989737162,INR,28.484178618168688,82.13880466542611,19.922,INR,20.3841,INR,11.981477,INR,0.38075322738987155,66.28013906022204,1154.1899441340784,-1.5350877192982326,175.99678590230252,16.471164,INR,4.343738,INR,8.745821,INR,28495510000,INR,9621400000,INR,10640400000,INR,12.34893586821956,14.929140554547219,1.8446960405228725,67.26818820322387,10466250000,INR,,,2756250000,INR,0.005670094259646969,0.26363403281792364,35.958834536220266,3.20469776101225,3.20469776101225,0.448916987767012,67.1167553458488,13182910000,INR,2631300000,INR,648421000,54.3262
POLICYBZR,PB Fintech Limited,1832,INR,0.350569675723055,82261,0.07484366362285512,862124972289,INR,9.93,INR,117.14885521222857,0,Technology services,Neutral,7.16993352888686,6.11704154157769,6.86689213664165,52.1177527168836,-0.539257937679945,12.430988336855899,15.057095440696138,1.5979703982646967,,850524672289,INR,14.763413352976812,311.62740346938773,9.93,INR,10.0659,INR,7.65,INR,1.5979703982646967,427.3893256102607,165.13761467889907,58.791208791208796,117.14885521222857,14.100861,INR,3.662444,INR,7.689888,INR,49772100000,INR,3530100000,INR,2729300000,INR,44.78398222056736,38.237536732263564,19.70044288162375,427.03792176769184,1068000000,INR,,,3291500000,INR,0.048626233199093497,3.4122630519961876,3.8029057017543857,4.10850124172692,4.10850124172692,0,184.49144008056396,4616100000,INR,5605100000,INR,462674740,74.3295
WAAREEENER,WAAREE Energies Limited,2964.4,INR,-0.1246588726794858,168930,0.25484692665287306,857169880981,INR,92.4501,INR,92.78028701189835,0.0671140939597315,Electronic technology,Buy,33.0573762601887,13.9646528111387,31.5335526613602,21.3057134932742,16.3855914574955,7.424057432211775,4.778630601932748,0.34745365606559203,,808448380981,INR,4.503216348331793,19.97141277137905,92.4501,INR,92.6049,INR,67.15,INR,0.34745365606559203,57.80047231259011,132.51010827170398,13.273993808049534,92.78028701189835,130.675854,INR,40.795829,INR,81.591658,INR,144220000000,INR,18673900000,INR,40480280000,INR,26.535311046378236,69.69782426420045,37.050903446359214,50.939720783461695,1188400000,INR,,,29406400000,INR,0.256032876521497,0.43354956753160345,14.913400853254355,1.40864094981578,0.97739754944744,0.0671140939597315,32.064865262449686,26993470000,INR,5098300000,INR,287640900,30.245
MEESHO,Meesho Limited,180.23,INR,0.005548773721002611,2733915,0.031363016700054556,840119335650,INR,,,,0,Retail trade,Neutral,,,,89.4863663660849,-6.52323032516949,78.76049346029636,,,,790676755650,INR,,,,,,,,,,-1103.0621632277566,,,,,,,,,,93899030000,INR,-39417050000,INR,,,23.305587757453956,,,-1103.0560888289317,8209120000.000001,INR,,,544510000,INR,0.0452393988463127,,,1.19766181713316,1.19766181713316,0,,,,1470580000,INR,4513131000,62.9893
PAYTM,One 97 Communications Ltd.,1297.7,INR,-0.09238586496266421,275712,0.1243568186246563,828011430058,INR,-9.53,INR,13.451758209822737,0,Finance,Buy,-4.04791076653209,-2.96796648151648,-4.01439498565813,-9.93610698365528,-34.6359583952452,5.4141329856584095,11.00807548783336,,,700021430058,INR,9.070219882064837,,-9.53,INR,-9.4918,INR,-10.4,INR,,53.67375086201491,-97.76067179846046,-83.06878306878306,13.451758209822737,10.528951,INR,3.082192,INR,6.138334,INR,67300000000,INR,-6587000000,INR,-985000000,INR,-31.765874826373047,24.19403434769509,7.4837027379400265,53.51446718419195,8873000000,INR,,,1600000000,INR,0.010430247718383301,,-40.29213483146067,2.47747617672538,2.47747617672538,0,,-6046000000,INR,45440000000,INR,639539250,50.0947
JSWENERGY,JSW Energy Limited,498.2,INR,3.2645870038345945,2822766,2.0989108404236,821189066087,INR,11.5846,INR,1.4457725819869582,0.425667766308396,Utilities,Buy,7.08890131277507,2.26592125775828,2.80559341341029,39.1329138693522,30.0497879498129,2.9876360920112757,5.143992028370326,28.046957832331064,,1465104166087,INR,9.18614743493974,18.537808317342183,11.5846,INR,11.5924,INR,11.18,INR,28.046957832331064,6.709628144541504,-17.319672131147545,-5.063529411764713,1.4457725819869582,15.935489,INR,0.87,INR,4.26,INR,115750900000,INR,19508900000,INR,79033300000,INR,1.3048310869945738,59.912405873377686,0.6620173154954825,13.245409848436477,-52199200000,INR,,,691038600000,INR,2.37278122153294,9.792652539582656,1.3798973468656477,0.769141425630632,0.714455231267715,0.425667766308396,43.005369197037446,20236800000,INR,43874300000,INR,1747770000,29.011000000000003
POWERINDIA,Hitachi Energy India Limited,18296,INR,-0.0764609503003823,12587,0.1300139341222794,806162515910,INR,162.5068,INR,245.50553317245848,0.0331737308283481,Electronic technology,Buy,23.9647827321784,9.74935076144927,23.4499624822833,24.134955277505,8.11802165411367,17.793583576965833,11.84384620022302,0.4539265938666898,,760418315910,INR,11.157354167180209,87.59267804476288,162.5068,INR,162.5068,INR,86.1,INR,0.4539265938666898,133.81939286980418,380.71632935912925,100.88162574089753,245.50553317245848,196.483571,INR,65.485,INR,152.625,INR,63849300000,INR,3839800000,INR,8681300000,INR,21.908204120676125,17.94444372932408,23.91304347826087,134.4486506288924,13437900000,INR,,,844800000,INR,0.0184329786235924,0.14507610549796615,31.119499394428747,1.71482758006307,1.48051305299792,0.0331737308283481,112.58605793726785,7172300000,INR,38067700000,INR,44572400,28.4499
GVT&D,GE Vernova T&D India Limited,3136,INR,0.11173184357541899,69313,0.08797298504765134,805471215853,INR,35.9251,INR,132.99090089564243,0.158942081505499,Producer manufacturing,Strong buy,53.1293680039738,18.2078387630903,52.5762265261738,29.286862521259,18.3913053607623,38.48736789603698,15.804708805247738,0.6582230963006415,,796889115853,INR,15.641286097790287,65.54011217003323,35.9251,INR,35.9251,INR,23.8,INR,0.6582230963006415,236.00056569085,107.08013172338092,2.8436018957346083,132.99090089564243,43.253,INR,,,,,42923000000,INR,6083300000,INR,12158800000,INR,35.493116913043615,38.87900918060608,15.6623788652237,236.001104667219,8408100000,INR,,,304700000,INR,0.0146048027608685,0.041307595768840015,80.74120082815735,1.28482137796351,1.0440152729184,0.158942081505499,87.29272848231459,9198500000,INR,4717800000,INR,256047000.00000003,48.28419999999999
SBICARD,SBI Cards & Payment Services Ltd,864.55,INR,0.33074155738655087,63562,0.03865894890622824,801894280342,INR,20.1602,INR,-13.257376922216386,0.296665480004747,Finance,Neutral,13.7605092882039,2.91214069076462,3.18836024278638,88.2682151425586,32.1473596749041,5.5625454202695925,4.059323540837537,,,1260808280342,INR,6.377326448594018,15.951663037779939,20.1602,INR,20.1602,INR,20.115,INR,,-20.62836306297428,9.944959307522218,-20.00068460327241,-13.257376922216386,24.129231,INR,6.16,INR,12.61,INR,180771300000,INR,19164100000,INR,79039300000,INR,6.492728419869468,12.748672539176283,2.007590276026286,-20.41090087545891,159106400000,INR,,,492245100000,INR,3.32839124014151,7.4084544002309265,,2.02525482120069,2.02525482120069,0.296665480004747,42.88399916667493,19181400000,INR,27305300000,INR,951577000,31.413399999999996
LENSKART,Lenskart Solutions Limited,451.5,INR,0.17750166407810325,439118,0.06242074233998393,799688401695,INR,,,,0,Health technology,Buy,,,,33.12763643883,2.80064351460244,12.272026384720824,,,,813604181695,INR,,,,,,,,,,,,70.15526164462335,,,,0.53,INR,1.13,INR,65092540000,INR,2955890000,INR,,,23.249369623671438,,10.646333642129267,,8541260000,INR,,,28577930000,INR,0.44971519384239,3.006780754437818,,1.61485007284682,1.05716961262182,0,,,,7638060000,INR,1734870200,43.540299999999995
NTPCGREEN,NTPC Green Energy Limited,96.02,INR,1.5547329455314638,1030227,0.2177402506356667,789799946509,INR,0.7224,INR,,0,Utilities,Neutral,,,,55.86113575062,52.4845676218751,4.315546348976777,32.62793520198769,,,1006179846509,INR,41.580256896460526,47.52991801888575,0.7224,INR,0.7224,INR,0.6,INR,,-6.8984547461368715,130.59866962305986,-60.25983951089033,,1.38,INR,,,,,22096400000,INR,4754800000,INR,21169400000,INR,12.587384082339753,21.522278455889648,-9.985151644345128,38.68455592824851,-110692500000,INR,,,218256000000,INR,1.16413071828491,10.136227365391534,1.5745181246484994,0.230884849417812,0.223519300091081,0,132.91805094130675,6069000000,INR,34611400000,INR,8426330000,10.9933
NHPC,NHPC Limited,79.93,INR,0.8962383236556525,2669283,0.3095171906917025,789539671196,INR,3.1571,INR,6.446609798037689,2.43002544529262,Utilities,Neutral,7.79304265024343,3.03122583264729,4.12062896265547,56.4671394300477,40.3194052671816,1.9469052415180648,7.0396479990377205,3.860933329657845,,1266288971196,INR,11.293285249983056,21.21552587244437,3.1571,INR,3.1571,INR,3,INR,3.860933329657845,-16.38639030113415,13.49330357142856,-4.084135068854944,6.446609798037689,4.022134,INR,,,,,94832500000,INR,30066700000,INR,59686900000,INR,12.086541814163214,10.26661817276281,4.713778521798386,-16.38732462909662,-66003399999.99999,INR,,,449228500000,INR,1.08930840821449,8.287232664159006,,1.22019265705605,1.19690039089583,2.43002544529262,25.31753824712553,31713300000,INR,9338000000,INR,10045000000,31.497199999999996
BAJAJHFL,Bajaj Housing Finance Ltd.,96.48,INR,2.279232481713141,4488792,1.1217776979410239,784905927892,INR,2.8345,INR,,0,Finance,Neutral,11.8149372161314,2.25093819282353,2.2654796605945,99.3640406653918,92.7150418617406,3.7938307781599923,7.592168818396096,,,1723635227892,INR,16.684996567351856,53.49266268879241,2.8345,INR,2.8345,INR,2.6,INR,,20.722673893405606,10.649276193206255,10.285714285714295,,3.011505,INR,0.8,INR,1.62,INR,95540700000,INR,21629000000,INR,32221900000,INR,25.660191237784584,14.303969729155602,5.214917222020661,24.935016924481,26143900000,INR,,,940132900000,INR,4.4387159004905,9.223946844719924,,1.36920556920557,1.36920556920557,0,34.037749162109726,23609600000,INR,617800000,INR,8332334999.999999,11.29729999999999
LTF,L&T Finance Ltd,318.5,INR,0.807089729387565,2103234,0.3086610788839376,763676822970,INR,10.77,INR,4.426237455761867,0.90119613304932,Finance,Buy,10.6605928310594,2.25772007093992,2.31055380605711,98.9358605770819,46.1150808479053,3.0207391525826086,4.648759504785699,6.407516264094098,,1663241822970,INR,10.093160483830838,27.579032751267654,10.77,INR,10.8114,INR,10.6,INR,6.407516264094098,13.654493264672041,5.395683453237423,4.642857142857156,4.426237455761867,12.128944,INR,3.03,INR,6.25,INR,157357200000,INR,26436600000,INR,60308200000,INR,12.073626902707307,6.945945119465058,0.6443861424604183,13.945950605577345,-20955200000,INR,,,979703300000,INR,3.7169007442502404,7.634161661107383,,5.42222414458537,5.42222414458537,0.90119613304932,29.57288765088208,26985100000,INR,77414700000,INR,2502630000,32.3434
NYKAA,FSN E-Commerce Ventures Ltd.,264.75,INR,-0.1508580049028766,680109,0.10905687830236056,754561259952,INR,0.3642,INR,143.12416555407214,0,Retail trade,Neutral,7.73590231148612,2.58570822088875,6.48776264070316,25.7983199619614,2.7021995466564,54.58290209919966,8.54026058082263,5.056035463129163,,767010559952,INR,8.68652452014691,136.14444246370124,0.3642,INR,0.3642,INR,0.23,INR,5.056035463129163,104.69858156028369,242.73504273504273,47.60736196319018,143.12416555407214,0.719591,INR,0.215421,INR,0.485908,INR,79498200000,INR,660800000,INR,5633800000,INR,24.49554671695461,25.136285564931672,8.865212024464718,104.80396714706337,2765900000,INR,,,14070200000,INR,1.01381273192348,2.744254187274012,2.1507981524997977,1.16175884703307,0.55335682485408,0,726.9357495881384,1041500000,INR,1249400000,INR,2862523700,39.203900000000004
RVNL,Rail Vikas Nigam Ltd.,361.5,INR,1.1896431070678797,4338408,0.18625889793100767,750815721759,INR,5.4456,INR,-15.765375572330164,0.477645098583727,Industrial services,Sell,12.3753038892925,5.65439284785863,8.22851800651884,6.49595292279986,5.63945626717235,7.885912335704706,3.7518057418077793,,,781744621759,INR,3.9036464166301723,82.99832481409521,5.4456,INR,5.4456,INR,6.55,INR,,-17.366517418955805,-19.725270731884574,71.18722876627403,-15.765375572330164,6.95,INR,,,,,199230200000,INR,12813900000,INR,9418800000,INR,-8.93803194273107,5.520757165367305,31.06373616252683,-17.366995550396595,17805100000,INR,,,49806900000,INR,0.521102240115338,3.862980235398623,1.9322618414050026,2.11522453772186,2.11522453772186,0.477645098583727,66.38386954605554,11354100000,INR,31282800000,INR,2085020000,27.1593
AUBANK,AU Small Finance Bank Limited,995.75,INR,0.1256913021618904,236379,0.08781960221467723,743981677085,INR,29.09,INR,14.123185562965876,0.100396566437428,Finance,Buy,12.6544507742245,1.42843613367357,8.13368234749423,,15.0188651196734,4.056186255347587,3.703222850797013,2.4253762747794183,,774123866085,INR,3.836842284087589,,29.09,INR,29.1859,INR,28.3,INR,2.4253762747794183,23.54122459694179,-2.2222222222222214,-3.856041131105396,14.123185562965876,34.584991,INR,8.4,INR,18.91,INR,185877167000,INR,21059266000,INR,,,51.095060010397006,14.846151111570743,0.6709591551176496,37.21903488521352,28463356000,INR,,,103190420000,INR,0.5633825286010741,,,,,0.100396566437428,34.229975936748026,21738734000,INR,,,746932000,62.3584
UNOMINDA,UNO Minda Limited,1288.5,INR,0.20998600093327466,97160,0.23485623274262332,734730218079,INR,18.98,INR,17.741935483870964,0.176713135676419,Producer manufacturing,Buy,18.9280957050606,9.22567709117724,15.1765105934115,12.9818587299911,7.01968965153014,11.930746668442003,4.076944399973388,3.78123383465849,,763650018079,INR,4.238866449920985,36.739024626379546,18.98,INR,19.0181,INR,16.3,INR,3.78123383465849,7.413797627794692,23.70892018779342,4.356435643564352,17.741935483870964,21.08178,INR,5.36,INR,12.065000000000001,INR,166625600000,INR,9429500000,INR,20785800000,INR,19.264225585188886,13.410321829819614,7.238438079878104,7.714011560165407,-6175600000,INR,,,28517100000,INR,0.45786624193595005,1.3858172403357953,8.021582328412038,1.32921076689632,0.905075728301745,0.176713135676419,67.8872497365648,10934600000,INR,1986200000,INR,577051000,31.4469
NMDC,NMDC Limited,82.74,INR,-0.5170133461584788,5281528,0.17686341793536042,733325601552,INR,7.9918,INR,15.583645488335762,3.95636014866323,Non-energy minerals,Neutral,23.1056634210034,17.0566061550486,23.1045010886284,43.1634199967204,33.1355268573953,2.24122323005937,2.7476293082962964,0.6697372498225993,,664473401552,INR,2.489653759610092,7.47024040130681,7.9918,INR,7.9918,INR,7.6,INR,0.6697372498225993,252.03671287316075,40.21478847688845,-13.667232597623094,15.583645488335762,8.612806,INR,,,,,239055200000,INR,65419800000,INR,88949400000,INR,12.191140823687045,29.66510873343891,-5.353279338048286,17.343669843911993,-3235400000,INR,,,36395700000,INR,0.11213495989315099,0.5078146897164384,52.59620782136843,2.87248549456594,2.55426551640066,3.95636014866323,10.353111939738232,70262400000,INR,3700300000,INR,8791820000,39.205999999999996
